Código;Fundo;Data;Cota;Variação;Captação;Resgate;PL;Cotistas
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;26/05/2023;1,3385453;-0,09%;R$ 2.032,23;R$ 58.808,40;R$ 93.821.288,74;11.594
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;25/05/2023;1,3397899;0,07%;R$ 82.198,50;R$ 62.124,39;R$ 93.965.352,25;11.602
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;24/05/2023;1,3388135;0,10%;R$ 407.766,20;R$ 260.366,86;R$ 93.876.818,34;11.609
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;23/05/2023;1,3375092;0,15%;R$ 28.449,57;R$ 51.775,40;R$ 93.638.100,06;11.623
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;22/05/2023;1,3355308;-0,09%;R$ 309.973,64;R$ 134.449,11;R$ 93.522.891,74;11.648
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;19/05/2023;1,3367327;-0,02%;R$ 833.321,29;R$ 518.296,60;R$ 93.431.372,09;11.645
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;18/05/2023;1,3370593;-0,10%;R$ 580.109,98;R$ 81.058,93;R$ 93.139.098,09;11.648
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;17/05/2023;1,338402;-0,17%;R$ 662.816,86;R$ 109.297,25;R$ 92.733.079,45;11.652
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;16/05/2023;1,3407312;-0,10%;R$ 421.179,43;R$ 618.689,96;R$ 92.339.976,94;11.659
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;15/05/2023;1,3420477;0,08%;R$ 268.578,53;R$ 994.338,21;R$ 92.628.355,52;11.670
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;12/05/2023;1,340956;0,07%;R$ 387.916,81;R$ 29.491,90;R$ 93.278.173,44;11.662
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;11/05/2023;1,3400466;0,03%;R$ 567.448,59;R$ 60.433,53;R$ 92.856.733,25;11.668
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;10/05/2023;1,3396605;0,05%;R$ 336.637,42;R$ 246.717,06;R$ 92.323.105,86;11.673
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;09/05/2023;1,3389437;0,01%;R$ 929.861,16;R$ 206.674,84;R$ 92.183.839,64;11.661
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;08/05/2023;1,3387997;0,08%;R$ 84.651,79;R$ 38.965,13;R$ 91.450.815,00;11.686
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;05/05/2023;1,3377944;0,09%;R$ 271.224,15;R$ 642.122,32;R$ 91.336.491,00;11.684
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;04/05/2023;1,336623;0,19%;R$ 353.737,86;R$ 29.586,69;R$ 91.627.088,61;11.680
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;03/05/2023;1,3341379;0,09%;R$ 412.508,26;R$ 189.200,58;R$ 91.133.184,81;11.675
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;02/05/2023;1,3328918;0,02%;R$ 361.898,01;R$ 243.584,25;R$ 90.824.967,59;11.701
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;28/04/2023;1,3326408;-0,10%;R$ 538.745,34;R$ 5.337,96;R$ 90.689.573,08;11.679
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;27/04/2023;1,3339449;0,04%;R$ 130.077,17;R$ 52.573,65;R$ 90.244.393,75;11.676
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;26/04/2023;1,3334376;0,01%;R$ 404.092,18;R$ 25.480,83;R$ 90.132.597,37;11.676
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;25/04/2023;1,3333646;0,11%;R$ 404.198,89;R$ 73.343,26;R$ 89.749.071,00;11.677
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;24/04/2023;1,3318604;0,08%;R$ 357.310,28;R$ 24.566,21;R$ 89.317.339,77;11.712
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;20/04/2023;1,3307715;0,15%;R$ 792.926,58;R$ 103.185,02;R$ 88.911.847,92;11.694
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;19/04/2023;1,3288349;-0,09%;R$ 305.999,28;R$ 74.486,08;R$ 88.093.720,42;11.704
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;18/04/2023;1,3300828;0,01%;R$ 447.564,71;R$ 131.772,12;R$ 87.944.717,56;11.708
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;17/04/2023;1,3300013;0,06%;R$ 280.608,38;R$ 65.852,73;R$ 87.623.554,75;11.727
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;14/04/2023;1,3292373;-0,01%;R$ 340.388,14;R$ 1.105.512,52;R$ 87.358.591,86;11.712
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;13/04/2023;1,3293946;0,10%;R$ 207.506,86;R$ 40.251,76;R$ 88.134.147,14;11.719
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;12/04/2023;1,3281289;0,01%;R$ 281.803,75;R$ 160.285,14;R$ 87.883.135,02;11.720
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;11/04/2023;1,3279806;0,21%;R$ 265.696,72;R$ 52.159,54;R$ 87.751.817,69;11.719
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;10/04/2023;1,3251661;0,03%;R$ 198.753,42;R$ 51.795,46;R$ 87.352.754,84;11.753
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;06/04/2023;1,3247746;-0,02%;R$ 1.026.867,79;R$ 225.896,23;R$ 87.180.034,57;11.718
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;05/04/2023;1,3250125;0,10%;R$ 349.166,98;R$ 240.124,12;R$ 86.394.572,46;11.712
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;04/04/2023;1,3237517;0,08%;R$ 131.594,87;R$ 79.992,13;R$ 86.203.426,06;11.712
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;03/04/2023;1,3226296;0,11%;R$ 947.755,19;R$ 153.929,44;R$ 86.078.793,92;11.720
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;31/03/2023;1,3211281;-0,10%;R$ 608.242,23;R$ 17.065,83;R$ 85.188.153,54;11.665
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;30/03/2023;1,3224028;0,17%;R$ 1.205.352,59;R$ 2.063.653,63;R$ 84.678.601,58;11.669
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;29/03/2023;1,3201777;0,01%;R$ 328.896,79;R$ 123.558,58;R$ 85.392.974,07;11.668
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;28/03/2023;1,3200077;-0,15%;R$ 379.628,23;R$ 127.323,83;R$ 85.176.668,75;11.671
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;27/03/2023;1,321939;0,08%;R$ 403.835,16;R$ 16.436,31;R$ 85.048.615,52;11.697
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;24/03/2023;1,3208575;0,19%;R$ 164.625,82;R$ 13.910,24;R$ 84.591.958,25;11.693
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;23/03/2023;1,3183278;-0,08%;R$ 393.290,60;R$ 34.104,95;R$ 84.279.520,30;11.696
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;22/03/2023;1,3193485;0,13%;R$ 148.196,42;R$ 7.551,75;R$ 83.985.309,86;11.690
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;21/03/2023;1,3176752;0,00%;R$ 1.508.021,25;R$ 23.848,47;R$ 83.738.324,45;11.684
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;20/03/2023;1,3177107;0,03%;R$ 18.591,69;R$ 39.334,88;R$ 82.256.368,14;11.714
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;17/03/2023;1,3173476;0,11%;R$ 91.638,13;R$ 44.773,60;R$ 82.254.437,54;11.700
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;16/03/2023;1,3159541;-0,02%;R$ 75.364,50;R$ 80.580,05;R$ 82.120.614,56;11.696
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;15/03/2023;1,316191;0,15%;R$ 27.330,08;R$ 27.572,34;R$ 82.140.617,63;11.704
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;14/03/2023;1,3142446;-0,01%;R$ 131.737,50;R$ 1.049.984,16;R$ 82.019.386,49;11.695
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;13/03/2023;1,3143454;0,26%;R$ 228.362,00;R$ 75.923,16;R$ 82.943.994,22;11.727
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;10/03/2023;1,3109391;-0,06%;R$ 72.028,09;R$ 79.551,73;R$ 82.576.989,52;11.709
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;09/03/2023;1,3117437;0,23%;R$ 18.465,99;R$ 88.843,02;R$ 82.635.201,75;11.711
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;08/03/2023;1,3087163;0,21%;R$ 138.964,00;R$ 19.048,75;R$ 82.514.698,45;11.720
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;07/03/2023;1,3059674;0,09%;R$ 217.737,50;R$ 34.198,45;R$ 82.221.721,18;11.713
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;06/03/2023;1,3047344;0,18%;R$ 553.688,13;R$ 23.141,80;R$ 81.960.728,43;11.724
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;03/03/2023;1,3024472;0,12%;R$ 1.352.482,68;R$ 69.174,28;R$ 81.287.434,09;11.678
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;02/03/2023;1,3008683;-0,12%;R$ 38.931,26;R$ 738.511,39;R$ 79.907.141,83;11.678
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;01/03/2023;1,3023685;0,02%;R$ 26.642,28;R$ 24.141,42;R$ 80.699.677,55;11.670
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;28/02/2023;1,3020703;0,01%;R$ 36.291,81;R$ 64.646,47;R$ 80.678.702,39;11.653
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;27/02/2023;1,3019129;0,25%;R$ 18.258,69;R$ 50.383,94;R$ 80.697.297,86;11.680
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;24/02/2023;1,2986593;-0,15%;R$ 5.454,81;R$ 176.291,90;R$ 80.527.672,91;11.677
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;23/02/2023;1,3006679;0,05%;R$ 2.095,70;R$ 161.234,20;R$ 80.823.323,59;11.676
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;22/02/2023;1,3000254;-0,10%;R$ 147.012,47;R$ 228.951,93;R$ 80.942.461,14;11.715
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;17/02/2023;1,3012975;0,05%;R$ 171.640,29;R$ 121.371,33;R$ 81.103.684,28;11.671
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;16/02/2023;1,300634;0,19%;R$ 2.810,77;R$ 196.221,29;R$ 81.012.087,61;11.677
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;15/02/2023;1,2982044;0,36%;R$ 1.907,94;R$ 32.072,49;R$ 81.053.805,37;11.679
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;14/02/2023;1,2935199;0,23%;R$ 102.748,36;R$ 219.031,24;R$ 80.791.383,83;11.687
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;13/02/2023;1,2905758;0,00%;R$ 10.266,75;R$ 50.778,19;R$ 80.723.516,77;11.720
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;10/02/2023;1,2906323;0,16%;R$ 72.985,36;R$ 43.347,00;R$ 80.767.564,51;11.704
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;09/02/2023;1,2885382;0,16%;R$ 527,34;R$ 206.464,24;R$ 80.606.924,95;11.721
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;08/02/2023;1,2865128;0,25%;R$ 15.149,30;R$ 181.513,95;R$ 80.685.837,31;11.734
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;07/02/2023;1,2832667;0,11%;R$ 27.922,41;R$ 59.133,13;R$ 80.648.197,21;11.742
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;06/02/2023;1,2818254;0,16%;R$ 6.124,17;R$ 70.929,42;R$ 80.588.796,81;11.775
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;03/02/2023;1,2798286;-0,16%;R$ 41.425,99;R$ 2.086.748,60;R$ 80.527.961,44;11.767
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;02/02/2023;1,2818693;-0,16%;R$ 1.559,04;R$ 148.871,67;R$ 82.704.943,95;11.779
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;01/02/2023;1,2838665;-0,05%;R$ 46.463,62;R$ 269.211,64;R$ 82.981.348,76;11.791
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;31/01/2023;1,284505;0,03%;R$ 2.880,12;R$ 66.833,24;R$ 83.245.475,68;11.780
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;30/01/2023;1,2840584;0,13%;R$ 9.953,02;R$ 23.136,78;R$ 83.280.460,35;11.811
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;27/01/2023;1,282417;-0,09%;R$ 10.917,25;R$ 84.535,88;R$ 83.187.171,72;11.805
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;26/01/2023;1,2836283;-0,05%;R$ 4.276,63;R$ 28.982,46;R$ 83.339.432,48;11.822
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;25/01/2023;1,2842591;0,04%;R$ 24.813,22;R$ 103.085,78;R$ 83.405.107,07;11.838
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;24/01/2023;1,283781;0,22%;R$ 16.035,79;R$ 477.800,32;R$ 83.452.301,80;11.849
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;23/01/2023;1,2809526;0,02%;R$ 10.493,69;R$ 45.447,71;R$ 83.729.191,88;11.876
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;20/01/2023;1,2806825;-0,01%;R$ 4.280,93;R$ 418.804,07;R$ 83.746.481,22;11.863
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;19/01/2023;1,2808105;0,15%;R$ 22.186,65;R$ 148.983,86;R$ 84.169.418,67;11.874
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;18/01/2023;1,2788606;0,03%;R$ 17.762,26;R$ 22.713,16;R$ 84.167.882,26;11.883
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;17/01/2023;1,2785366;0,24%;R$ 8.320,40;R$ 171.030,06;R$ 84.151.509,24;11.892
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;16/01/2023;1,2754798;-0,09%;R$ 65.262,23;R$ 105.778,94;R$ 84.112.633,02;11.908
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;13/01/2023;1,2766807;0,03%;R$ 14.439,89;R$ 160.408,16;R$ 84.232.382,75;11.890
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;12/01/2023;1,2763499;0,16%;R$ 25.609,99;R$ 179.300,28;R$ 84.356.486,87;11.895
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;11/01/2023;1,2743622;0,27%;R$ 29.380,61;R$ 162.995,80;R$ 84.378.565,13;11.906
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;10/01/2023;1,2709516;0,35%;R$ 14.557,45;R$ 684.226,59;R$ 84.286.002,37;11.904
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;09/01/2023;1,2665572;0,10%;R$ 2.210,21;R$ 97.001,55;R$ 84.661.933,74;11.944
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;06/01/2023;1,2653493;0,17%;R$ 18.647,32;R$ 553.880,89;R$ 84.675.894,37;11.933
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;05/01/2023;1,2631656;0,17%;R$ 959,17;R$ 26.477,75;R$ 85.064.071,98;11.947
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;04/01/2023;1,2609905;-0,09%;R$ 1.636,05;R$ 150.264,04;R$ 84.943.069,09;11.953
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;03/01/2023;1,2620911;-0,12%;R$ 9.094,28;R$ 19.479,28;R$ 85.165.967,23;11.962
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;02/01/2023;1,2636647;-0,30%;R$ 468.547,25;R$ 0,00;R$ 85.282.554,89;11.987
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;30/12/2022;1,2674136;0,04%;R$ 0,00;R$ 25.257,41;R$ 85.065.618,70;11.947
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;29/12/2022;1,2668911;0,07%;R$ 33.013,14;R$ 45.165,86;R$ 85.055.798,50;11.962
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;28/12/2022;1,2659474;0,33%;R$ 48.932,41;R$ 180.243,85;R$ 85.004.589,63;11.962
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;27/12/2022;1,2617773;0,01%;R$ 10.526,31;R$ 249.426,99;R$ 84.855.455,43;11.978
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;26/12/2022;1,2616534;0,02%;R$ 7.045,42;R$ 15.572,09;R$ 85.086.003,76;12.004
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;23/12/2022;1,2614505;0,17%;R$ 20.515,68;R$ 56.007,26;R$ 85.080.844,48;12.010
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;22/12/2022;1,259327;0,06%;R$ 9.291,99;R$ 611.738,30;R$ 84.973.054,24;12.017
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;21/12/2022;1,2585103;0,02%;R$ 4.639,38;R$ 556.773,22;R$ 85.520.002,21;12.031
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;20/12/2022;1,2582044;0,35%;R$ 105.421,73;R$ 626.540,92;R$ 86.051.213,15;12.038
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;19/12/2022;1,2538056;0,04%;R$ 4.962,75;R$ 220.567,68;R$ 86.269.667,47;12.086
